N,P,K,temperature,humidity,ph,rainfall,label
17.46,73.39,21.7,29.9564,39.8282,5.4277,139.649,pigeonpeas
19.15,95.47,12.14,28.3245,42.7789,6.1961,154.0803,pigeonpeas
22.04,62.32,20.49,27.4036,56.1286,6.1782,130.9213,pigeonpeas
23.2,59.75,27.56,27.5354,41.8561,6.1354,129.0349,pigeonpeas
24.46,65.57,19.82,27.8935,49.1956,6.0441,151.7234,pigeonpeas
24.08,80.78,6.29,33.3023,46.6716,6.1377,147.5965,pigeonpeas
21.26,63.34,21.94,32.6126,51.5445,6.217,150.5304,pigeonpeas
22.08,68.24,19.01,30.4926,42.0072,5.8185,152.9146,pigeonpeas
14.55,67.97,10.85,27.0788,48.6306,6.0748,148.8606,pigeonpeas
16.24,67.39,11.6,30.7861,49.1811,5.9542,157.1214,pigeonpeas
24.48,60.48,24.88,28.5228,49.6113,5.7266,149.4615,pigeonpeas
24.19,65.63,16.34,24.694,48.5535,6.1793,117.8904,pigeonpeas
23.62,65.2,15.46,29.5742,50.4123,5.8589,121.7817,pigeonpeas
17.43,66.92,19.82,27.3162,63.3424,5.6255,176.9192,pigeonpeas
24.55,76.44,16.78,27.3839,65.9291,5.8652,148.0011,pigeonpeas
14.19,84.61,20.5,28.4992,43.5255,5.8003,162.2536,pigeonpeas
25.39,58.6,18.99,28.0034,31.7723,6.2571,142.8144,pigeonpeas
18.7,63.08,14.0,28.9315,52.1685,6.0383,147.1298,pigeonpeas
28.42,58.75,17.44,28.8353,49.3038,6.3456,141.1995,pigeonpeas
12.39,68.87,22.21,25.2484,55.4273,5.8334,184.9889,pigeonpeas
28.82,61.62,20.21,32.0406,49.9942,6.2185,151.7986,pigeonpeas
18.19,69.4,19.59,27.0332,48.4102,6.7099,139.9771,pigeonpeas
18.1,78.04,29.69,27.0952,55.9023,6.089,123.2269,pigeonpeas
20.97,41.74,23.66,28.3429,56.8815,6.2154,177.606,pigeonpeas
16.51,71.92,24.26,28.7833,38.2941,6.1734,145.5508,pigeonpeas
19.64,62.4,19.17,31.918,42.2838,5.6445,159.1634,pigeonpeas
16.31,71.6,21.1,29.5388,47.2608,6.1465,160.84,pigeonpeas
16.49,58.04,17.84,30.1329,48.6891,6.0766,141.0575,pigeonpeas
22.43,78.96,23.89,29.5491,46.4181,5.9351,158.0868,pigeonpeas
15.49,76.13,19.45,29.4629,51.0395,5.779,138.9379,pigeonpeas
16.16,72.68,21.11,29.6195,54.9727,6.1735,133.1436,pigeonpeas
13.14,74.93,20.8,25.1345,60.059,5.7569,165.467,pigeonpeas
17.48,59.54,19.91,28.5002,52.0524,6.5334,145.6272,pigeonpeas
26.56,60.8,34.69,31.3245,42.0337,6.0285,155.7777,pigeonpeas
15.77,74.52,16.67,36.8847,46.9684,5.6942,154.1638,pigeonpeas
16.34,59.32,16.62,26.5914,47.4725,5.8715,157.569,pigeonpeas
20.97,81.46,23.47,29.8462,51.6025,5.9305,124.6519,pigeonpeas
18.15,63.76,17.02,27.8579,50.7172,6.6031,139.2206,pigeonpeas
31.14,72.02,18.54,33.0953,62.3528,5.7789,143.1329,pigeonpeas
19.19,87.99,14.57,26.2924,44.7694,5.9709,135.5278,pigeonpeas
21.68,59.94,22.46,30.2499,50.6933,5.8655,154.4351,pigeonpeas
24.72,67.69,22.52,26.1856,64.483,6.1248,165.8034,pigeonpeas
24.62,77.54,18.42,28.3629,43.9036,5.8695,168.1778,pigeonpeas
21.17,76.51,23.57,28.9314,49.016,5.7152,142.9119,pigeonpeas
19.19,63.72,10.71,31.1394,41.3858,5.9512,152.3795,pigeonpeas
30.12,61.83,16.47,26.8457,48.5746,5.9252,154.6847,pigeonpeas
19.5,64.67,19.15,30.3268,42.5385,5.8519,157.3188,pigeonpeas
17.79,81.48,14.14,29.0376,55.3276,5.8653,134.828,pigeonpeas
16.77,64.21,11.26,29.5456,49.0312,6.2962,175.3087,pigeonpeas
11.37,67.78,18.46,30.9167,41.4522,5.9201,161.8978,pigeonpeas
24.11,62.73,23.47,26.4349,53.884,5.7165,162.2897,pigeonpeas
8.26,74.06,26.41,30.6212,49.2577,5.8845,166.0519,pigeonpeas
19.97,68.56,17.26,27.8622,54.6697,6.0136,156.012,pigeonpeas
18.98,56.97,23.67,31.1917,39.9664,5.6659,132.5903,pigeonpeas
31.2,57.31,23.18,29.6691,50.5818,6.4065,145.9154,pigeonpeas
10.84,47.01,26.09,28.5809,53.4134,6.2169,123.2342,pigeonpeas
15.49,58.69,18.25,27.8199,45.0364,6.3575,154.2261,pigeonpeas
19.32,74.94,11.01,30.6466,39.187,6.098,145.4618,pigeonpeas
19.01,80.24,20.35,31.5219,47.7087,5.4766,147.3922,pigeonpeas
17.25,73.86,14.93,27.9343,56.5968,6.3838,166.06,pigeonpeas
19.6,72.55,16.38,26.734,55.8815,5.7841,141.1451,pigeonpeas
13.7,65.73,18.49,30.3884,45.001,5.8045,144.2182,pigeonpeas
21.79,74.75,18.31,26.1029,39.0184,6.0391,148.3296,pigeonpeas
8.39,69.86,20.71,26.389,44.9817,6.3446,120.4001,pigeonpeas
19.87,85.04,23.52,26.8746,44.7207,6.2633,144.009,pigeonpeas
17.0,66.02,18.16,28.1691,51.1251,6.2266,110.7131,pigeonpeas
25.08,80.43,21.98,26.3273,47.265,5.922,139.2172,pigeonpeas
28.78,75.74,20.07,25.1224,42.7272,5.9181,160.8278,pigeonpeas
18.34,74.35,24.68,26.7291,55.7298,6.0865,154.709,pigeonpeas
26.95,46.89,19.06,30.2849,48.983,5.9675,139.0777,pigeonpeas
18.42,76.29,19.61,26.4569,51.0479,6.2223,148.612,pigeonpeas
15.17,65.72,18.13,28.3195,35.9251,6.2075,131.8752,pigeonpeas
28.73,62.56,19.19,32.8934,31.0301,6.1478,147.9648,pigeonpeas
22.6,52.17,16.08,28.9017,37.9372,5.3685,191.9548,pigeonpeas
20.02,66.94,15.59,29.6851,44.6362,6.032,175.687,pigeonpeas
23.44,67.34,23.88,27.1079,52.0345,5.9728,148.7893,pigeonpeas
21.37,53.97,14.58,33.3269,31.6043,6.042,150.4022,pigeonpeas
19.65,52.27,18.4,27.9174,59.15,5.8114,133.3065,pigeonpeas
13.37,71.87,25.08,28.5438,49.194,5.6688,135.9732,pigeonpeas
18.65,75.72,18.24,31.6341,57.5221,6.1158,153.4328,pigeonpeas
23.12,68.9,24.14,28.6365,41.7982,5.9109,140.1266,pigeonpeas
19.39,78.51,17.04,29.0958,51.527,6.1437,161.5622,pigeonpeas
24.51,66.14,14.74,28.4366,48.5964,5.8323,171.5453,pigeonpeas
21.92,66.46,12.03,28.4503,53.7238,6.354,152.9893,pigeonpeas
15.61,57.83,26.56,29.741,46.3635,6.2503,149.5261,pigeonpeas
13.4,51.4,14.32,30.1059,51.3125,6.0742,122.7883,pigeonpeas
19.21,85.55,23.74,27.7135,55.7154,5.9467,159.2142,pigeonpeas
17.38,78.31,15.0,27.4678,43.4418,6.2131,130.8449,pigeonpeas
21.68,53.07,26.59,27.7817,49.6957,6.0981,141.7299,pigeonpeas
16.41,68.56,31.03,26.1975,34.785,6.0596,162.3936,pigeonpeas
16.92,66.0,11.57,25.8191,52.9175,6.2607,163.4464,pigeonpeas
25.27,64.26,14.58,29.5943,61.6826,6.3566,141.0024,pigeonpeas
20.74,62.91,23.87,30.8772,39.2889,5.6869,141.8663,pigeonpeas
16.49,70.81,22.57,30.7421,47.3603,5.7374,137.5102,pigeonpeas
20.09,75.18,23.88,24.236,54.1634,5.8049,130.0322,pigeonpeas
26.89,71.02,17.13,28.5099,48.2199,5.6244,138.4781,pigeonpeas
21.47,65.79,29.94,26.7958,49.1557,5.9843,123.803,pigeonpeas
22.96,65.43,20.59,29.2875,45.263,6.15,158.2459,pigeonpeas
16.24,76.37,13.92,28.1644,45.0029,5.9946,153.9179,pigeonpeas
25.13,71.63,18.73,30.1838,47.3931,5.8665,156.4079,pigeonpeas
31.59,67.73,13.98,28.9617,48.2917,6.2816,133.6839,pigeonpeas
16.04,66.64,27.95,25.208,39.7299,6.0351,130.0739,pigeonpeas
14.09,70.45,16.7,27.0658,47.5378,6.0857,148.8027,pigeonpeas
20.88,62.32,22.46,29.0116,58.9797,6.2886,148.9615,pigeonpeas
24.38,75.22,17.65,29.1802,45.0661,5.9692,145.791,pigeonpeas
19.54,56.24,16.92,26.1886,39.3392,6.5151,143.6578,pigeonpeas
14.73,62.89,10.45,25.9271,46.9401,5.888,173.6616,pigeonpeas
19.46,73.11,22.99,29.1125,42.9977,6.4995,154.3904,pigeonpeas
22.99,55.67,26.5,26.1927,38.6316,5.7563,177.5602,pigeonpeas
17.96,51.27,15.42,25.6627,48.9742,6.1294,167.0345,pigeonpeas
23.04,67.63,12.27,28.1097,43.028,5.8394,173.5491,pigeonpeas
25.82,50.04,24.02,28.0231,43.627,6.2799,131.8831,pigeonpeas
21.2,54.01,11.77,27.2432,49.074,5.8804,156.8976,pigeonpeas
19.86,74.57,26.1,27.5925,37.2678,6.0727,141.5235,pigeonpeas
24.15,64.95,15.48,29.0277,35.809,5.8374,123.0492,pigeonpeas
15.72,79.85,14.48,27.5597,52.6961,6.2343,170.44,pigeonpeas
15.23,54.95,21.24,29.1414,34.4842,5.8361,143.5946,pigeonpeas
18.67,66.06,14.81,28.2391,41.1633,6.4209,132.1735,pigeonpeas
17.54,71.0,16.46,29.3353,35.4011,5.751,141.7815,pigeonpeas
15.98,55.29,21.77,30.7564,44.597,5.6636,136.0566,pigeonpeas
29.15,77.32,7.85,30.6785,50.9964,6.2379,137.5945,pigeonpeas
30.86,72.11,28.21,31.5764,48.7864,5.8521,144.6759,pigeonpeas
18.23,50.91,20.22,30.6763,64.7431,5.9982,173.9622,pigeonpeas
20.46,66.62,13.54,29.4771,55.6084,5.9194,138.0052,pigeonpeas
19.06,70.86,14.91,28.1331,41.4819,5.6718,172.8891,pigeonpeas
25.54,61.1,24.96,28.2245,39.6206,5.9808,160.7326,pigeonpeas
26.53,52.2,23.01,27.2444,66.9468,6.3162,153.9441,pigeonpeas
11.11,69.78,26.93,29.0091,55.438,6.2508,159.2218,pigeonpeas
22.38,89.11,16.59,30.3948,52.1256,6.0579,148.2048,pigeonpeas
13.47,63.13,21.48,27.5487,48.524,6.2781,167.2908,pigeonpeas
28.79,82.69,22.13,28.9256,49.9147,5.7351,156.5047,pigeonpeas
22.2,59.48,23.48,27.6453,37.6255,5.9186,123.03,pigeonpeas
15.88,69.16,25.64,29.4187,49.0993,6.099,152.4438,pigeonpeas
18.79,74.72,16.41,27.9012,48.4986,5.9674,159.7596,pigeonpeas
18.56,66.92,19.43,27.521,41.671,5.9383,143.665,pigeonpeas
22.63,64.02,16.95,27.6401,44.2303,5.6998,149.8938,pigeonpeas
25.21,74.26,19.74,30.0067,58.6062,5.4797,138.8071,pigeonpeas
14.26,85.91,23.49,28.8065,47.1238,6.2045,127.3356,pigeonpeas
29.19,70.01,11.73,28.1432,62.4982,6.0608,124.7443,pigeonpeas
28.03,61.84,25.55,29.5228,35.8152,6.2255,124.944,pigeonpeas
15.62,65.1,14.3,28.171,44.3451,5.8907,158.0357,pigeonpeas
20.36,92.2,18.46,31.253,37.1691,5.8218,110.6458,pigeonpeas
28.55,68.35,26.22,27.0523,39.534,6.0016,138.0028,pigeonpeas
26.16,61.06,21.64,28.6261,42.2026,6.2135,136.5152,pigeonpeas
18.32,55.55,21.7,26.1905,50.2072,5.9421,143.7676,pigeonpeas
24.07,48.74,14.1,28.3063,49.8678,6.2004,120.1535,pigeonpeas
34.99,70.64,14.78,25.6407,43.245,5.7484,154.0583,pigeonpeas
20.53,73.55,24.71,30.4926,32.4054,5.9596,128.9026,pigeonpeas
16.84,63.03,17.05,30.533,58.3439,5.9825,164.9861,pigeonpeas
20.86,66.85,17.53,30.5683,45.9996,6.3066,138.6735,pigeonpeas
21.23,55.3,24.82,29.0577,40.186,6.0519,146.5658,pigeonpeas
17.38,68.33,14.75,27.2403,49.9245,6.4365,148.0566,pigeonpeas
22.21,71.81,21.35,27.3993,49.4311,5.6631,151.6636,pigeonpeas
13.73,61.65,20.21,32.0603,45.7413,6.0325,148.5552,pigeonpeas
16.67,83.9,19.99,31.8714,49.0397,6.0448,141.5933,pigeonpeas
23.79,58.63,17.41,29.2451,39.9148,6.155,153.1457,pigeonpeas
11.23,69.83,17.1,27.9687,53.3194,5.7967,154.9922,pigeonpeas
24.52,75.48,14.61,31.7372,41.0219,6.4211,136.523,pigeonpeas
9.94,66.23,22.41,27.611,43.761,6.0032,154.3955,pigeonpeas
11.34,65.12,16.66,29.4577,52.5416,5.7282,165.8758,pigeonpeas
17.51,52.71,24.84,31.7039,56.4277,5.996,158.5884,pigeonpeas
21.43,80.57,18.88,27.3273,59.1004,5.9217,161.9856,pigeonpeas
26.63,65.3,14.71,30.6584,55.3906,6.6958,150.5788,pigeonpeas
20.29,72.37,18.81,30.0411,45.7315,6.2625,133.9577,pigeonpeas
18.77,73.73,17.95,28.921,37.2128,6.0124,135.8553,pigeonpeas
22.9,60.72,25.05,27.0131,57.8354,5.972,152.7983,pigeonpeas
15.65,65.02,18.15,27.5511,57.5949,6.2378,162.1415,pigeonpeas
20.7,80.34,18.62,29.5789,43.2962,6.2497,189.7887,pigeonpeas
14.0,55.83,27.06,26.1533,54.4483,5.2721,162.7273,pigeonpeas
20.41,88.28,22.54,29.2615,45.6748,6.1607,130.4435,pigeonpeas
19.35,59.55,28.31,30.0821,58.5089,6.007,136.4909,pigeonpeas
15.98,55.2,26.3,30.9704,44.3959,5.6722,182.1778,pigeonpeas
20.83,68.32,15.56,26.2033,61.8506,6.2201,144.7842,pigeonpeas
20.79,89.08,24.95,31.6325,53.5028,6.5615,148.7127,pigeonpeas
25.88,47.89,27.63,32.3907,60.5828,6.1392,133.5937,pigeonpeas
11.97,65.59,27.66,29.8203,44.7534,6.2751,171.4766,pigeonpeas
19.62,71.76,24.94,26.9239,50.8352,6.451,155.505,pigeonpeas
16.2,67.34,24.84,28.3438,41.215,5.7924,136.381,pigeonpeas
24.35,70.82,18.49,28.9048,53.9079,5.5356,133.0926,pigeonpeas
23.77,59.82,15.81,29.5409,54.2933,6.1642,152.6081,pigeonpeas
22.54,61.0,18.24,29.044,64.7792,5.9381,148.6631,pigeonpeas
16.48,65.52,11.68,29.5623,51.3743,5.6565,160.4817,pigeonpeas
24.43,55.7,26.71,28.8185,53.0687,5.9805,156.2045,pigeonpeas
19.68,61.36,21.74,29.2258,46.2602,3.0,37.9436,mothbeans
18.28,52.86,21.42,29.3274,51.4011,3.3342,45.7974,mothbeans
20.2,52.4,15.32,29.653,64.0932,3.7042,60.6186,mothbeans
18.25,47.65,22.9,32.8943,46.3351,3.6419,43.9564,mothbeans
20.35,54.12,12.55,31.3469,42.7247,3.2969,39.2816,mothbeans
21.08,45.74,16.73,31.9161,42.0606,3.3903,53.2155,mothbeans
16.51,49.98,10.0,30.0942,48.4773,3.3211,49.3825,mothbeans
24.15,41.59,27.79,27.2013,42.9757,3.3886,31.0456,mothbeans
19.15,55.28,18.84,25.8406,61.7181,3.6693,53.2988,mothbeans
16.79,50.03,30.83,26.9412,51.5145,3.0,65.0277,mothbeans
19.24,61.88,24.01,30.7195,56.8021,3.4703,27.1957,mothbeans
22.21,64.75,22.24,30.0635,47.9093,3.64,38.1144,mothbeans
21.42,53.34,17.07,29.5797,42.0186,3.2718,25.2118,mothbeans
23.11,48.48,14.77,29.2628,40.8342,3.3083,47.3976,mothbeans
25.49,41.38,22.61,34.0234,43.6441,3.3198,55.9231,mothbeans
27.52,54.33,19.64,28.3542,52.4327,3.3084,48.844,mothbeans
22.43,49.47,13.3,31.8556,53.6392,3.5024,59.136,mothbeans
15.65,51.77,12.42,30.0038,54.2224,3.5516,54.6444,mothbeans
19.65,60.11,15.21,29.8781,39.5793,3.0,61.6172,mothbeans
15.98,42.23,29.1,32.3533,49.9971,3.7612,57.2817,mothbeans
29.48,41.53,31.07,32.9251,42.8176,3.384,44.7765,mothbeans
30.94,46.35,21.02,29.5209,52.8103,4.2732,48.5338,mothbeans
24.25,53.75,20.74,31.5984,53.3535,3.0233,41.0506,mothbeans
25.29,51.88,18.32,30.7278,41.7948,3.1531,46.1548,mothbeans
22.25,41.73,15.33,30.0149,56.7762,3.4188,48.4947,mothbeans
22.83,53.3,26.88,30.4085,66.3718,3.6653,47.3207,mothbeans
13.01,39.59,29.37,28.624,55.8439,3.0,58.738,mothbeans
20.63,42.14,15.53,29.3878,48.8602,3.1684,45.3587,mothbeans
16.59,47.19,19.59,28.8387,47.7842,3.7365,40.5433,mothbeans
22.41,44.13,17.75,31.8028,48.5366,3.1208,41.0431,mothbeans
20.7,54.23,17.9,29.8096,44.6749,4.048,53.2408,mothbeans
30.73,50.0,25.93,27.4046,51.7668,3.3184,36.7749,mothbeans
25.58,60.36,13.44,28.5531,42.0308,3.1403,46.3905,mothbeans
22.42,46.27,22.33,23.6015,36.7721,3.7441,58.62,mothbeans
19.67,47.14,23.64,29.011,51.5372,4.143,50.3408,mothbeans
29.38,56.47,19.29,30.0753,50.1486,3.6666,47.4032,mothbeans
20.85,47.36,24.47,29.7277,46.0018,4.0042,47.7127,mothbeans
22.66,58.46,20.74,33.9603,41.0211,4.1707,39.7635,mothbeans
21.21,51.79,26.09,31.1498,52.0282,3.1313,41.1429,mothbeans
18.98,31.53,12.39,31.0609,43.0688,3.8754,46.4385,mothbeans
21.18,56.24,18.26,26.7135,49.0274,3.0,50.1702,mothbeans
11.19,54.39,19.64,29.2707,62.3548,3.67,55.5852,mothbeans
13.26,54.66,6.64,29.0267,54.5583,3.4715,48.7405,mothbeans
22.75,34.62,14.57,28.4278,40.4161,3.9972,58.8222,mothbeans
28.84,43.36,15.93,28.4002,41.076,3.9689,60.8416,mothbeans
22.74,43.88,24.74,26.3838,51.0627,3.7279,54.3621,mothbeans
17.4,42.11,16.47,27.4483,40.3728,3.6194,57.7999,mothbeans
13.79,60.19,15.91,31.7482,35.9879,3.7033,40.0743,mothbeans
24.92,47.92,24.09,29.7142,53.7266,3.5247,38.8064,mothbeans
18.16,47.74,11.91,28.9872,52.2466,3.4755,52.1438,mothbeans
24.22,51.86,9.64,29.9892,53.1542,4.077,37.2703,mothbeans
22.95,51.99,18.19,32.3348,51.8412,4.1252,45.677,mothbeans
23.39,24.66,12.76,30.0084,49.5428,3.4433,54.1695,mothbeans
21.17,43.48,12.95,31.0807,45.3647,3.5951,59.307,mothbeans
22.92,38.11,22.87,28.3068,53.6129,3.5327,45.9663,mothbeans
20.4,50.8,24.38,28.7627,60.7092,3.0,42.8004,mothbeans
17.82,45.98,23.94,30.708,46.4914,3.3654,50.5637,mothbeans
16.18,48.11,25.54,33.7853,42.8548,4.1399,39.4117,mothbeans
9.07,33.45,26.21,32.8595,42.0542,3.2001,46.6138,mothbeans
20.09,45.83,9.36,31.1657,43.9329,4.3458,47.936,mothbeans
28.6,55.81,22.25,30.3029,51.4182,3.9689,47.7761,mothbeans
24.65,57.87,17.35,32.8021,35.0226,3.6606,48.708,mothbeans
22.14,53.03,16.26,31.5894,53.0742,3.7243,41.3239,mothbeans
17.33,38.65,22.8,25.4127,54.5074,3.1331,42.1841,mothbeans
25.99,56.82,11.35,27.8921,37.4135,3.3939,42.0231,mothbeans
20.4,53.07,11.24,30.6763,43.1457,4.0766,35.0392,mothbeans
28.87,47.18,23.17,26.4261,50.5578,3.2542,50.7346,mothbeans
16.09,33.82,22.44,28.2048,48.9957,3.9245,55.1573,mothbeans
17.25,54.68,20.68,28.6004,53.6375,3.0,54.3705,mothbeans
16.76,43.85,15.6,29.4877,49.012,3.0207,45.9,mothbeans
13.59,50.42,23.72,29.4251,58.8534,4.2606,41.512,mothbeans
16.31,48.48,23.4,29.4218,47.7518,3.4953,53.9545,mothbeans
21.52,58.77,20.43,31.6506,43.1188,3.2846,53.1114,mothbeans
17.44,47.12,14.11,29.4696,42.5559,4.0451,49.7394,mothbeans
1.72,47.89,17.87,29.2307,55.1483,3.9983,61.9545,mothbeans
26.37,59.05,24.19,27.3017,50.2073,3.8683,47.7886,mothbeans
12.58,43.39,26.64,32.0487,54.436,3.272,45.9449,mothbeans
23.95,53.7,18.37,28.657,54.2919,3.3852,44.8015,mothbeans
21.16,46.61,18.75,27.8259,35.8611,3.6247,35.513,mothbeans
31.59,40.98,19.19,30.4262,42.0194,3.7778,53.2907,mothbeans
25.98,48.01,21.37,28.4661,42.8556,3.2966,47.1561,mothbeans
18.48,52.84,17.09,28.9481,44.2876,3.5683,52.0794,mothbeans
17.49,57.48,5.53,30.5169,47.0575,3.607,62.735,mothbeans
28.51,58.32,25.96,29.347,56.994,4.0147,44.874,mothbeans
13.62,45.94,28.97,34.6232,58.3894,3.8018,29.2959,mothbeans
21.95,41.09,16.94,29.8503,47.9498,3.0,51.8486,mothbeans
20.34,45.77,14.67,31.2357,48.241,3.4145,49.3349,mothbeans
19.28,39.73,19.31,26.1166,45.062,3.1285,42.1404,mothbeans
22.77,46.48,19.06,28.2787,50.6243,3.7272,51.1781,mothbeans
21.95,45.61,24.98,27.8262,51.4176,3.8693,54.2888,mothbeans
23.29,53.09,20.27,28.0912,55.6453,3.5406,40.4271,mothbeans
21.69,32.56,16.04,30.8311,55.5891,3.3927,45.5893,mothbeans
23.09,42.86,13.41,32.0711,33.8852,3.5277,59.814,mothbeans
21.47,42.92,24.33,30.6893,48.9322,3.5836,42.227,mothbeans
17.7,56.31,23.0,29.5467,59.6887,3.244,48.5334,mothbeans
21.02,40.2,25.3,28.7383,46.9332,3.0125,27.0047,mothbeans
17.43,49.59,15.16,32.2272,57.9747,3.0,36.1452,mothbeans
17.1,47.1,29.19,34.1425,47.8548,4.0069,49.2601,mothbeans
19.32,55.3,11.28,30.2701,51.2245,3.6985,57.8239,mothbeans
20.4,52.17,23.55,31.8787,42.0418,3.645,37.1038,mothbeans
21.18,48.85,10.45,30.6867,42.3053,4.0061,48.5965,mothbeans
25.58,44.12,16.05,31.511,55.0784,3.0,44.9943,mothbeans
18.51,35.03,27.81,27.6709,56.1727,3.0,55.6247,mothbeans
21.98,49.73,24.16,29.0237,50.185,3.6537,38.2576,mothbeans
21.59,51.71,17.27,30.7909,41.4073,3.6173,51.4406,mothbeans
17.96,36.98,17.41,32.425,50.3066,3.0,42.7705,mothbeans
21.37,39.36,20.5,28.3637,58.8006,3.6438,49.7843,mothbeans
26.01,49.77,22.57,25.9334,62.2001,3.3399,48.5514,mothbeans
21.93,50.37,26.26,29.0035,47.783,3.1772,45.9858,mothbeans
22.13,41.07,17.72,32.0203,38.3809,3.3666,51.8225,mothbeans
17.47,43.98,11.94,26.8322,55.8825,3.0,48.3492,mothbeans
30.84,35.14,20.78,27.6462,48.0683,3.2635,46.9375,mothbeans
17.76,57.64,17.71,30.3118,56.6013,3.2183,45.1487,mothbeans
12.66,38.9,13.5,29.7681,51.9675,3.7228,48.6208,mothbeans
25.3,51.8,21.49,31.1889,43.8159,3.4367,49.7763,mothbeans
20.43,47.76,18.93,27.5425,50.4077,3.7555,40.0869,mothbeans
19.48,57.03,21.53,29.35,59.1584,3.0,45.2042,mothbeans
18.27,42.45,15.53,32.3904,48.9559,3.1644,39.5585,mothbeans
30.36,48.43,22.43,27.6142,42.7564,3.7224,47.6812,mothbeans
22.77,36.11,13.41,32.9538,38.8795,3.3765,43.2613,mothbeans
23.75,34.43,15.86,27.8652,44.5948,3.8382,54.1663,mothbeans
21.81,52.17,18.79,31.6988,47.129,3.0,53.3818,mothbeans
22.35,35.5,28.71,29.2541,55.74,3.7924,40.618,mothbeans
27.99,46.4,23.92,27.7102,42.1541,3.2443,47.9815,mothbeans
19.75,55.08,25.39,29.0062,60.8763,3.2055,53.1081,mothbeans
13.72,53.23,27.09,31.0899,40.6399,3.8964,46.5975,mothbeans
25.34,43.35,38.01,29.9863,66.3204,3.9648,42.1743,mothbeans
23.48,36.88,20.21,32.2369,62.0786,3.9139,39.2608,mothbeans
21.54,51.57,27.1,32.8715,50.9882,4.3155,54.8341,mothbeans
23.35,57.4,25.06,27.6339,38.4661,4.0067,55.2217,mothbeans
19.15,43.36,24.98,27.4875,49.612,3.1818,46.3364,mothbeans
21.1,42.38,28.87,27.3904,47.2921,3.5567,54.1291,mothbeans
20.34,44.33,17.9,28.2016,41.08,3.3559,24.2783,mothbeans
18.04,52.0,17.51,32.2084,52.0371,4.3116,58.6204,mothbeans
26.95,56.6,21.6,31.1207,44.2345,3.9419,46.7444,mothbeans
13.94,39.32,19.09,28.9099,44.9957,3.4244,49.1342,mothbeans
32.8,37.51,21.59,29.9778,48.5742,3.8512,45.4359,mothbeans
25.39,64.38,27.81,32.8086,45.9756,3.0071,59.1657,mothbeans
12.11,46.76,17.61,33.816,64.5471,3.6001,39.5141,mothbeans
19.88,49.77,18.48,30.5188,46.25,3.1248,59.7957,mothbeans
20.16,43.16,20.87,24.6814,53.0862,3.0,51.1702,mothbeans
22.96,51.43,18.86,30.5946,51.0187,3.8138,52.9813,mothbeans
16.05,54.72,10.43,31.8695,52.4693,3.8634,45.3664,mothbeans
21.16,50.1,17.1,30.4493,53.0036,3.6829,37.5342,mothbeans
20.39,60.19,23.44,31.453,56.1695,3.4268,55.4441,mothbeans
17.31,45.71,27.19,30.7141,51.8651,3.0,50.4913,mothbeans
16.62,46.16,14.23,27.5307,51.5743,3.0355,58.893,mothbeans
25.59,49.62,14.2,28.2275,50.4093,3.1123,46.4498,mothbeans
12.52,51.25,20.15,29.3577,49.0311,3.4065,44.6461,mothbeans
23.39,49.6,9.62,32.1308,43.6174,3.9305,59.1047,mothbeans
24.99,39.01,17.78,28.4682,49.5739,3.9242,63.2952,mothbeans
19.91,50.19,11.32,30.9118,51.6889,3.0,48.0748,mothbeans
21.26,45.38,26.85,30.6074,52.8152,3.2227,41.9779,mothbeans
26.82,43.93,16.15,33.1724,51.262,3.2119,54.4842,mothbeans
17.48,48.23,28.26,29.9166,48.3693,3.0,45.9678,mothbeans
17.99,41.27,25.57,26.4905,49.6004,3.7264,52.7941,mothbeans
18.52,40.05,16.77,31.2937,46.1245,3.4015,45.9258,mothbeans
26.83,29.69,14.64,34.2761,52.1926,3.4547,60.5121,mothbeans
27.46,60.23,19.03,31.4248,48.4521,4.0383,42.4041,mothbeans
14.02,51.89,19.48,28.4247,51.2639,3.5353,51.8442,mothbeans
26.03,47.18,21.73,27.8361,57.0056,3.3277,44.0904,mothbeans
25.09,43.33,16.12,28.0941,45.0345,3.7288,45.7479,mothbeans
28.77,27.87,23.73,34.0066,54.1769,3.9235,44.7036,mothbeans
22.93,42.9,21.33,29.3453,50.2325,3.6186,53.9089,mothbeans
20.78,53.01,18.3,28.6747,64.1484,3.7757,55.3469,mothbeans
26.73,54.6,16.44,29.6831,48.4859,3.4418,52.4619,mothbeans
24.49,52.5,19.08,29.3662,54.8662,3.4673,47.1361,mothbeans
32.22,49.11,15.92,33.1353,50.1075,3.5452,49.1214,mothbeans
25.79,57.13,20.29,27.971,40.2819,3.1988,55.1818,mothbeans
21.77,45.7,20.43,32.3613,46.3552,3.2728,55.4345,mothbeans
15.13,55.6,21.31,30.2442,56.1633,4.0512,26.4778,mothbeans
18.1,45.31,28.83,32.4141,46.9711,4.3032,45.8222,mothbeans
13.82,41.83,19.34,33.1652,34.4582,4.1369,46.2059,mothbeans
19.92,40.96,25.02,30.1696,49.7802,3.0,53.354,mothbeans
25.63,40.55,21.15,29.3699,42.3536,3.0,47.4658,mothbeans
20.98,52.61,18.81,30.1324,50.9227,3.0237,53.7535,mothbeans
26.11,42.8,19.4,29.8105,60.858,3.5538,39.3707,mothbeans
22.69,40.77,19.71,26.6861,55.3862,3.0,50.0804,mothbeans
18.98,53.0,21.4,33.105,60.7566,3.2645,55.2016,mothbeans
